Member_ID,Name,Age,Gender,Address,Phone_Number,Membership_Type,Join_Date,Last_Visit_Date,Favorite_Exercise,Avg_Workout_Duration_Min,Avg_Calories_Burned,Total_Weight_Lifted_kg,Visits_Per_Month,Churn
GYM148347,Chelsey Thomas,39.0,Female,"2239 Mccarthy Mount, East Teresamouth, WY 26022",+1-503-873-3039x342,Yearly,2023-12-15,2026-04-18,Cardio,76.0,757.0,28013,18.0,No
GYM148348,Taylor Powell,27.0,Female,"Unit 6642 Box 4647, DPO AP 46898",(451)838-2765,Monthly,2025-11-21,2026-05-24,Weightlifting,55.0,393.0,8292,9.9,No
GYM148349,Sara Gibson,33.0,Male,"6452 Jacobson Forge Suite 511, Marciatown, MP 87581",(469)393-7090,Quarterly,2024-10-24,2026-01-09,HIIT,61.0,538.0,126,0.0,Yes
GYM148350,Tiffany Garza,40.0,Male,"927 Perez Roads, West Josephmouth, ID 05871",(881)748-8261x6423,Monthly,2025-05-10,2026-05-11,HIIT,63.0,392.0,11797,10.3,No
GYM148351,Eduardo Wall,37.0,Male,"27201 Jenkins Expressway, Michelleshire, IL 71721",978.579.0510x7677,Monthly,2023-08-30,2026-05-09,Weightlifting,67.0,80.0,66831,15.2,No
GYM148352,Michael Shields,34.0,Male,"45359 Monica Pass, East Stevenville, MI 73306",(804)887-9737,Monthly,2024-11-16,2026-04-03,Swimming,84.0,662.0,11443,13.4,Yes
GYM148353,Kelly Bowers,42.0,Male,"3749 Tina Stravenue, North Shawn, TX 28556",(989)783-9154x054,Yearly,2025-10-12,2026-04-13,CrossFit,84.0,443.0,15255,17.7,No
GYM148354,Daniel Wood,20.0,Female,"44027 West Green Suite 845, North Andrew, MP 25144",(786)987-7680x48967,Quarterly,2023-12-08,2026-04-30,HIIT,105.0,724.0,38429,15.1,No
GYM148355,Thomas Johnson,20.0,Female,"28751 Jerry Fall, West Jeremiahtown, MT 91674",986-967-1277,Monthly,2025-07-09,2026-06-04,HIIT,58.0,441.0,6175,5.2,No
GYM148356,Jennifer Vincent,34.0,Female,"1676 Mcbride Lock Apt. 079, Williamhaven, NV 45554",+1-621-747-0223,Quarterly,2025-03-29,2026-05-19,Yoga,62.0,485.0,553,1.6,Yes
GYM148357,Alejandro Boyle,36.0,Female,"20229 Maria Falls, East Patriciaburgh, LA 69879",369.881.9544,Monthly,2023-07-20,2026-04-19,Cardio,66.0,495.0,8163,9.1,No
GYM148358,Benjamin Buchanan,41.0,Female,"450 Griffith Parkway Apt. 145, Doylemouth, NH 71884",001-763-405-1918x9664,Yearly,2023-10-30,2026-05-25,Weightlifting,79.0,311.0,41552,13.9,No
GYM148359,Stephanie Anderson,43.0,Female,"PSC 9784, Box 0115, APO AP 22937",600-894-4436x63978,Quarterly,2023-11-11,2025-12-31,Cardio,55.0,336.0,16095,16.5,Yes
GYM148360,Michael Roberts,41.0,Female,"128 Navarro Fields Suite 369, New Gregoryport, SC 35720",303-628-9514x7146,Monthly,2023-10-29,2026-05-28,Swimming,59.0,477.0,15636,13.3,No
GYM148361,Richard Stevens,48.0,Female,"81762 Clark Passage, New Carly, AZ 98179",(541)649-5525,Quarterly,2024-10-02,2026-04-23,Swimming,70.0,578.0,11385,11.8,No
GYM148362,James Stevens,43.0,Female,"3535 Trujillo Locks Suite 046, Teresaburgh, TN 15791",3986808784,Yearly,2025-11-20,2026-03-15,HIIT,67.0,496.0,5518,6.7,Yes
GYM148363,Evan Crawford,32.0,Male,"75798 Faulkner Cliffs, North Alejandrachester, NY 19721",001-384-419-4310x87937,Quarterly,2023-10-11,2026-05-14,Weightlifting,64.0,610.0,40496,9.3,No
GYM148364,Diane Nash,31.0,Male,"2681 Moreno Bypass, East Robert, SD 54484",(531)325-3659,Quarterly,2026-02-02,2026-04-18,Weightlifting,69.0,616.0,6421,15.0,No
GYM148365,Stephanie Briggs,37.0,Male,"77668 Ricky Road Suite 494, Port Davidmouth, AL 78252",8088341482,Monthly,2023-12-25,2026-04-28,HIIT,40.0,190.0,18590,9.3,Yes
GYM148366,Karen Williams,25.0,Female,"79629 Jensen Plain, South Alex, FL 02441",725.673.9959x4825,Monthly,2025-04-11,2025-12-30,Swimming,66.0,592.0,4747,11.0,Yes
GYM148367,Travis Vaughan,29.0,Female,"974 Luke Turnpike, New Sabrina, WI 84750",4824262889,Quarterly,2026-01-02,2026-06-09,Cardio,74.0,389.0,3491,19.8,No
GYM148368,Jose Jimenez,61.0,Male,"537 Javier Way, Port Erica, MI 47564",626.966.7607x31981,Monthly,2025-02-23,2026-05-31,Cardio,86.0,582.0,8410,18.1,No
GYM148369,Lisa Anthony,52.0,Male,"Unit 9449 Box 1314, DPO AA 38475",496.731.2539x140,Quarterly,2025-05-21,2026-05-24,Swimming,88.0,626.0,9726,17.5,No
GYM148370,Lisa Fuentes,41.0,Male,"Unit 0296 Box 5158, DPO AP 10446",347.757.2575x959,Quarterly,2025-11-27,2026-05-08,Weightlifting,92.0,659.0,10036,13.9,No
GYM148371,Allison Murphy,33.0,Female,"61748 Williams Light, Larrymouth, MA 36480",534.316.4733x1420,Monthly,2025-08-13,2026-05-11,Pilates,65.0,446.0,1643,4.3,Yes
GYM148372,Dr. Christopher Silva,28.0,Male,"381 Wilson Summit, Moodybury, TN 09478",(621)508-7117x614,Monthly,2024-09-05,2026-04-27,Yoga,75.0,711.0,5254,7.1,No
GYM148373,Michelle Blake,43.0,Male,"3698 Hines Centers, West Andreaview, CA 28227",325.810.8437,Monthly,2023-09-15,2025-12-30,Cardio,61.0,360.0,36,0.0,Yes
GYM148374,Terry Robles,45.0,Female,"93350 Webster Ville Suite 785, Susanview, HI 75341",(734)407-1057,Monthly,2025-10-04,2026-04-17,Weightlifting,76.0,463.0,1176,1.1,Yes
GYM148375,Danielle Gould,48.0,Male,"28993 Carroll Rapids, Lake Matthew, SD 89993",001-217-425-8767x5668,Quarterly,2026-02-18,2026-05-25,Swimming,97.0,815.0,1807,21.9,No
GYM148376,Justin Hogan,35.0,Female,"18614 Sanchez Lock, New Andrew, OK 02227",001-528-525-3402,Quarterly,2023-08-24,2026-01-23,Weightlifting,66.0,540.0,6397,2.2,Yes
GYM148377,Mary Schultz,36.0,Male,"6415 Kimberly Radial, West Ashley, CO 68041",001-536-707-7978x247,Monthly,2025-02-27,2026-05-15,Swimming,91.0,742.0,6596,16.8,No
GYM148378,James Deleon,45.0,Female,"PSC 0284, Box 3281, APO AA 07934",850-475-1156,Monthly,2023-07-29,2026-05-12,Weightlifting,107.0,902.0,72313,17.1,No
GYM148379,Christine Newton,29.0,Male,"133 Morales Parkways, Lake Amy, FL 34401",+1-645-761-0671,Monthly,2025-02-12,2026-04-14,Yoga,57.0,375.0,9,0.0,Yes
GYM148380,Rachel Glenn,41.0,Female,"9753 Martinez Corner, Amyland, TX 08967",297.626.7595x204,Monthly,2026-04-14,2026-04-15,Cycling,62.0,228.0,625,13.3,Yes
GYM148381,Jasmine Hanson,34.0,Female,"256 Lopez Trace Suite 595, Joshuaburgh, ID 15193",(356)438-6017,Quarterly,2023-09-16,2026-04-10,HIIT,64.0,400.0,24764,8.8,Yes
GYM148382,Dr. Christopher Hernandez,31.0,Male,"847 Joyce Parkways, New Anthony, MS 81985",574-589-0609,Monthly,2026-01-15,2026-05-19,Cardio,93.0,534.0,799,13.7,No
GYM148383,Janet Hodges,43.0,Male,"USS Frazier, FPO AP 90267",9455350209,Quarterly,2024-02-23,2026-04-25,CrossFit,81.0,654.0,14703,4.3,No
GYM148384,Sharon White,52.0,Other,"338 Cynthia Mall Apt. 425, Amberberg, HI 17736",318-674-0385,Quarterly,2025-03-27,2026-06-10,Weightlifting,58.0,336.0,11456,6.8,No
GYM148385,Curtis Tran,20.0,Female,"204 Desiree Manor, Port Scott, WY 96228",+1-455-408-8187x48432,Monthly,2024-11-15,2026-06-01,Weightlifting,94.0,615.0,41185,13.2,No
GYM148386,Charles Wolfe,16.0,Male,"USS Hernandez, FPO AA 48557",+1-539-698-5919x9694,Quarterly,2025-04-21,2026-05-03,Weightlifting,75.0,440.0,19718,14.2,No
GYM148387,James Middleton,38.0,Male,"2251 Jacqueline Knolls Suite 854, Rebekahberg, NV 93097",(502)217-4131x3764,Monthly,2024-06-27,2026-06-04,Yoga,85.0,490.0,6237,13.0,No
GYM148388,Monica Brandt,45.0,Male,"26037 Michael Junction Suite 191, Port Nicoleland, RI 73867",(678)540-6561,Monthly,2025-02-25,2026-03-06,Yoga,33.0,225.0,0,3.9,Yes
GYM148389,Laura Walsh,19.0,Male,"31264 Mary Junction, South Jacob, WY 11994",752.713.3720,Yearly,2023-08-25,2026-05-06,Weightlifting,70.0,718.0,21986,5.2,No
GYM148390,Richard Martin,37.0,Female,"41370 Castillo Extensions Apt. 980, East Jerryview, WI 63836",+1-812-831-6322x8121,Monthly,2024-08-05,2026-06-01,Cardio,67.0,385.0,10725,10.3,No
GYM148391,Scott Fisher,35.0,Male,"USCGC Allen, FPO AE 59418",(433)573-6169x8989,Quarterly,2024-08-23,2026-04-18,Weightlifting,71.0,647.0,47626,19.5,No
GYM148392,Danielle Schultz,30.0,Male,"4917 Dawn Cliffs Suite 898, Jaredville, CA 07928",294.586.8298x741,Monthly,2024-12-14,2026-03-25,Weightlifting,66.0,442.0,29731,14.5,Yes
GYM148393,Tammie Hall,22.0,Other,"USNS Dean, FPO AA 87425",(817)949-8273x29642,Yearly,2023-08-18,2025-12-24,Cardio,69.0,524.0,7707,5.6,Yes
GYM148394,Natasha Sanchez,22.0,Female,"1284 Justin Islands, South Ericchester, OK 76937",5442985267,Monthly,2023-10-31,2026-05-14,CrossFit,43.0,290.0,37807,13.9,Yes
GYM148395,Trevor Moore,16.0,Male,"406 Banks Manor Suite 289, Cynthiastad, AS 58255",354.604.0376x75441,Yearly,2024-11-01,2026-04-17,Cardio,85.0,394.0,12845,14.4,No
GYM148396,Jose Taylor,32.0,Male,"502 Richard Lights, Harmonville, WV 20048",+1-589-592-4984x3913,Monthly,2025-08-15,2026-05-06,Yoga,56.0,512.0,896,5.0,No
GYM148397,Lauren Garcia,25.0,Male,"4298 Joseph Ford, Jacksonhaven, PA 88368",(321)731-8752,Monthly,2024-06-07,2026-04-27,Weightlifting,79.0,683.0,19820,8.2,Yes
GYM148398,Michael Cantrell,49.0,Male,"7170 Huang Cape Suite 702, Patelhaven, PA 90729",277.820.6207,Quarterly,2024-11-30,2026-04-19,Weightlifting,93.0,563.0,38351,16.0,No
GYM148399,Joseph Harris,53.0,Female,"56872 Lewis Camp, North Angel, IA 08233",(574)873-2921x17948,Quarterly,2024-07-07,2026-04-18,Cardio,61.0,691.0,6873,8.4,No
GYM148400,Seth Huff,51.0,Female,"343 Joseph Place Apt. 213, Delgadoburgh, MO 25456",001-601-302-7402x08360,Monthly,2024-10-13,2026-04-22,Pilates,43.0,387.0,1633,2.5,No
GYM148401,Charles Le,30.0,Male,"03904 Fisher Cliff Apt. 528, West Jaimeland, NC 60758",(941)575-7394x2478,Quarterly,2023-11-25,2026-04-24,Cardio,76.0,505.0,20259,14.2,No
GYM148402,Thomas Baxter,,Male,"456 Donald Fork Suite 142, Andrewland, SC 43889",596.440.6793x51836,Quarterly,2025-08-31,2026-05-04,Yoga,78.0,671.0,5641,22.2,No
GYM148403,Philip Rosario,43.0,Female,"0086 Martin Extensions, Maryland, MN 92575",+1-462-292-3049x10466,Quarterly,2024-05-15,2026-05-17,Cardio,79.0,701.0,8036,14.0,No
GYM148404,Nicholas Sparks,23.0,Male,"700 Bishop Fort, Fletcherberg, ID 68016",212-845-7515x37474,Yearly,2024-03-14,2026-04-30,CrossFit,67.0,303.0,15893,5.9,No
GYM148405,Melissa Vazquez,16.0,Male,"058 Jenkins Roads Apt. 497, Jessicaville, CA 58130",919-233-2252x212,Monthly,2023-11-24,2026-05-05,Weightlifting,70.0,416.0,51147,14.5,No
GYM148406,Anna Ellis,33.0,Female,"5557 Terry Hollow Suite 852, Christinaton, CO 33566",521.733.5302x7094,Monthly,2024-07-29,2026-04-17,Weightlifting,78.0,322.0,28085,11.6,Yes
GYM148407,Dr. Veronica Hall,36.0,Female,"30313 Martinez Plaza Apt. 428, North Yvettehaven, KY 35736",763.643.7405x348,Yearly,2026-04-03,2026-04-04,Yoga,57.0,424.0,56,0.8,Yes
GYM148408,Amanda Rodriguez,32.0,Female,"7769 Suzanne Garden, Katherineshire, NH 11548",001-585-354-6002x46005,Monthly,2026-05-14,2026-05-15,Weightlifting,58.0,461.0,2305,18.0,No
GYM148409,Stephanie Sullivan,30.0,Female,"39095 Craig Crest Apt. 966, Figueroaborough, VA 57503",001-377-473-6545,Quarterly,2024-10-07,2026-06-03,Weightlifting,57.0,420.0,14331,4.6,No
GYM148410,Eddie Hernandez MD,45.0,Male,"Unit 1389 Box 1963, DPO AE 77928",001-212-426-0837x2601,Monthly,2026-02-05,2026-05-27,Weightlifting,80.0,686.0,5735,13.5,No
GYM148411,Valerie Jackson,31.0,Male,"32590 Hunter Wall Suite 328, Paulview, NH 07735",+1-316-428-6170x567,Yearly,2024-05-18,2026-05-09,CrossFit,68.0,404.0,39559,11.1,No
GYM148412,Sarah Olson,28.0,Male,"540 Jean Cliff Apt. 490, New Curtis, FM 10055",712-273-6914x7061,Yearly,2025-11-30,2026-05-23,Cardio,45.0,273.0,1150,4.5,No
GYM148413,Angela Kelly,43.0,Female,"80693 Torres Locks, Jontown, SC 26219",798.962.9972x00833,Monthly,2024-10-18,2026-03-06,HIIT,58.0,495.0,10736,4.0,Yes
GYM148414,Gregory Delacruz,53.0,Male,"398 Whitney Harbors Apt. 278, Williamsburgh, WY 88935",001-808-326-6183x5699,Yearly,2024-04-15,2026-06-06,Weightlifting,58.0,344.0,5696,4.6,No
GYM148415,Joe Blanchard,40.0,Female,"96781 Jeff Trace, New Amychester, GA 36176",(727)286-4229,Monthly,2024-11-26,2026-04-17,Swimming,74.0,460.0,11563,23.1,No
GYM148416,Devon Mullins,45.0,Male,"6975 Linda Divide Apt. 058, Lisaside, MT 09599",+1-658-689-5948x7901,Monthly,2025-07-24,2026-05-02,Cardio,74.0,478.0,5424,16.6,No
GYM148417,William Morris,43.0,Male,"92956 Williams Summit Apt. 743, East Timothymouth, IL 67588",297.636.8708,Monthly,2024-02-18,2026-05-08,Swimming,83.0,586.0,2871,11.2,No
GYM148418,Karina Thompson,20.0,Male,"PSC 9054, Box 9080, APO AA 93940",958-476-8768,Quarterly,2025-12-03,2026-06-08,Yoga,83.0,714.0,1036,9.8,No
GYM148419,Kelly Horton,49.0,Male,"390 Duncan Union, Alyssaside, NJ 38788",203.944.0467,Yearly,2024-03-04,2026-04-25,Weightlifting,80.0,655.0,75390,18.2,No
GYM148420,Harry Kent,46.0,Male,"69005 Justin Flats Apt. 992, New Jennifer, IA 22508",(763)280-1137x75026,Quarterly,2025-09-30,2025-12-22,Cardio,44.0,350.0,1810,8.4,Yes
GYM148421,Brittany Thornton,28.0,Other,"1109 Carol Lights, Judithchester, CT 61112",001-948-315-2241x8762,Monthly,2024-11-21,2026-05-14,Cardio,60.0,294.0,2635,12.4,No
GYM148422,Keith Parker,31.0,Male,"319 Perez Turnpike Apt. 654, Brookeberg, NY 28796",001-843-247-3402x2952,Monthly,2025-04-02,2026-04-12,HIIT,58.0,422.0,6410,3.4,No
GYM148423,Sydney Nguyen,30.0,Male,"293 Nina Mission Apt. 660, West Olivia, OH 77248",853.855.8419,Quarterly,2025-09-07,2026-05-21,HIIT,77.0,490.0,13004,12.1,No
GYM148424,Bryan Jensen,40.0,Male,"277 William Skyway Apt. 000, Anthonyberg, WV 82691",(800)498-5257x76964,Monthly,2023-12-08,2026-05-16,CrossFit,80.0,395.0,50543,16.9,Yes
GYM148425,Bradley Taylor,28.0,Male,"2385 Edgar Meadows, Millerborough, NE 45118",(388)991-4689,Monthly,2024-12-07,2026-04-18,Cardio,72.0,,12846,16.3,No
GYM148426,Brittany Herrera,45.0,Female,"70456 Martinez Corners, East Bethanyfort, PW 79919",3112174090,Monthly,2025-11-18,2026-05-11,Yoga,59.0,526.0,3385,10.4,No
GYM148427,Donna Martin,20.0,Other,"3991 Rubio Greens, East Amber, MN 85662",+1-590-310-0267x154,Monthly,2025-08-16,2026-02-02,Weightlifting,51.0,425.0,9443,11.0,Yes
GYM148428,Douglas Ponce,43.0,Female,"15297 Cynthia Plaza, Turnerstad, MA 92239",(371)287-4081,Monthly,2023-08-09,2026-06-04,Cardio,68.0,458.0,15143,10.0,No
GYM148429,Greg Thompson,29.0,Female,"4028 Downs Avenue Suite 402, South Stephanie, MH 88257",(334)711-4484,Quarterly,2025-04-11,2026-05-08,CrossFit,69.0,,37574,18.0,No
GYM148430,Amy Kelly,37.0,Female,"72985 Brandon Fields Apt. 998, New Andrew, MA 27172",001-400-992-2068x91167,Monthly,2023-06-12,2026-04-28,Cardio,52.0,466.0,6619,4.6,Yes
GYM148431,Andrew Lawrence,25.0,Female,"0451 John Harbors Apt. 334, Lewisfort, NH 79828",266-301-0637x1706,Yearly,2023-11-01,2026-03-15,CrossFit,40.0,262.0,4158,1.2,Yes
GYM148432,Stephanie Hutchinson,46.0,Male,"139 Julie Light, Morsehaven, CA 31444",(623)620-4561x845,Yearly,2025-06-24,2026-05-16,HIIT,79.0,483.0,21221,12.3,No
GYM148433,Lisa Vasquez,38.0,Male,"938 Simpson Ports Apt. 658, Mariamouth, WI 84071",001-549-313-2456,Monthly,2026-02-28,2026-04-27,Cardio,71.0,468.0,830,8.8,No
GYM148434,Jason Padilla,30.0,Female,"73609 Jessica Cliffs Apt. 249, Kathleentown, HI 66350",343.765.0806x964,Yearly,2025-06-24,2026-04-24,CrossFit,54.0,290.0,11102,10.3,No
GYM148435,Deborah Lane,40.0,Female,"1525 Hannah Pass Apt. 547, Benjaminmouth, NE 88631",513-677-2663x439,Quarterly,2024-10-19,2026-05-09,Yoga,67.0,388.0,1256,3.5,No
GYM148436,Jason Cooper,43.0,Male,"9997 Joyce Springs Apt. 696, Kennethberg, KS 06479",(913)992-2532,Monthly,2024-06-22,2026-03-21,Cardio,59.0,389.0,1894,5.0,Yes
GYM148437,Theresa Hamilton,36.0,Male,"48869 Edward Spring, Antoniomouth, GA 48765",233-638-1998,Quarterly,2024-12-02,2026-03-17,CrossFit,73.0,436.0,22493,10.8,Yes
GYM148438,Shannon Poole,40.0,Male,"27758 Sullivan Fords Suite 997, West Maurice, PW 36700",+1-739-785-4148x2819,Yearly,2026-01-25,2026-01-26,Weightlifting,39.0,310.0,92,0.0,Yes
GYM148439,Isabella Everett,38.0,Male,"766 Thompson Drives Apt. 805, Torresstad, MP 40549",(699)524-3329x3976,Monthly,2023-10-01,2026-04-19,HIIT,74.0,715.0,45221,11.6,Yes
GYM148440,Judy Williams,35.0,Female,"61683 Roger Summit, Jimmyshire, VI 61857",+1-291-280-2895x9273,Yearly,2024-09-04,2026-05-11,CrossFit,71.0,469.0,19476,6.0,No
GYM148441,Shelby Sanders,40.0,Female,"61299 Allen Branch, Heatherfort, OK 54695",(883)895-9901x2053,Monthly,2026-05-14,2026-05-15,Cardio,88.0,763.0,345,9.0,No
GYM148442,Anna Rivera,28.0,Male,"0343 Evans Groves, North Kimberly, OH 33185",2632569896,Quarterly,2023-09-20,2026-05-25,CrossFit,46.0,496.0,15947,3.5,Yes
GYM148443,Heather Maldonado,29.0,Female,"Unit 7293 Box 8419, DPO AA 54291",266-488-9035x9011,Quarterly,2024-06-15,2026-05-17,CrossFit,102.0,797.0,52401,19.7,No
GYM148444,Tyler Evans,53.0,Male,"72715 Jennifer Keys Apt. 455, Michellefort, IL 11571",557.608.9266,Quarterly,2025-04-01,2026-05-13,Weightlifting,78.0,534.0,22838,17.6,No
GYM148445,Diana Allen,44.0,Male,"788 Reilly Fields Suite 653, Bradleyside, NJ 83722",001-811-566-2055x124,Quarterly,2026-01-03,2026-06-04,Cycling,65.0,461.0,3349,17.4,No
GYM148446,Jesus White,41.0,Female,"4503 Kim Junction Apt. 969, New Jesus, WA 44982",9625706308,Monthly,2024-10-17,2026-05-04,HIIT,67.0,293.0,30503,12.4,No
GYM148447,Brandon Rasmussen,40.0,Female,"PSC 0680, Box 4157, APO AA 03221",(674)279-9101,Monthly,2023-09-16,2026-04-04,Yoga,57.0,485.0,9820,11.9,Yes
GYM148448,Eugene Graves,39.0,Male,"69803 Michael Courts Suite 798, North Joseph, TX 09166",+1-647-805-6659x71270,Monthly,2024-05-15,2026-03-03,Weightlifting,60.0,636.0,22877,6.2,Yes
GYM148449,Donald Beasley,37.0,Male,"0336 Washington Mill, Deannastad, NE 44005",(244)328-7210x115,Monthly,2023-07-28,2026-03-24,HIIT,75.0,634.0,38397,7.5,Yes
GYM148450,Jessica Dennis,43.0,Female,"32414 Robinson Knolls Apt. 122, Torresberg, WI 81142",898-849-7956,Monthly,2024-09-01,2026-01-09,Yoga,81.0,404.0,1375,14.9,Yes
GYM148451,Kevin Bishop,34.0,Female,"51873 Holder Village, Diazhaven, WI 01844",411.360.4034x360,Quarterly,2025-04-14,2026-05-10,Yoga,103.0,771.0,3530,17.6,No
GYM148452,Dawn Camacho,31.0,Female,"Unit 2516 Box 1486, DPO AP 23009",(782)808-2797,Quarterly,2023-06-18,2026-04-17,Weightlifting,73.0,571.0,49391,9.1,No
GYM148453,Dana Quinn,42.0,Female,"324 Lacey Dam Apt. 064, East Jenniferfort, MO 84780",7897416074,Yearly,2025-09-09,2026-04-16,Cycling,87.0,543.0,5211,13.7,No
GYM148454,Jessica Taylor,31.0,Male,"6893 Mayer Port, Thomasfort, RI 89497",001-646-643-4193x26336,Yearly,2025-09-21,2026-05-19,Weightlifting,73.0,675.0,13115,13.1,No
GYM148455,Robert Watson,49.0,Female,"3939 Lynch River Suite 851, Michaelmouth, MD 92598",367-988-9199x8416,Monthly,2025-04-26,2026-03-18,Weightlifting,94.0,566.0,16127,9.8,Yes
GYM148456,Deanna Alexander,53.0,Female,"93273 Jennifer Branch Apt. 115, Port Debraview, LA 90303",967-232-3454,Quarterly,2025-08-14,2026-04-23,Cardio,62.0,457.0,2714,11.3,No
GYM148457,Christopher Martin,27.0,Male,"6046 Rebecca Bridge Suite 146, East Andrew, VA 44682",5056005281,Monthly,2024-07-13,2026-04-25,HIIT,44.0,266.0,110,0.0,Yes
GYM148458,Maria Li,18.0,Male,"53490 Greg Parkway Apt. 139, Knightview, FL 12255",+1-976-639-9910x492,Yearly,2026-01-29,2026-04-26,Cycling,71.0,384.0,3745,21.1,No
GYM148459,David Johnson,37.0,Female,"336 Vasquez Stravenue, North Rhonda, GU 14461",001-621-564-3064,Monthly,2025-11-10,2026-05-13,Cardio,50.0,474.0,1834,14.0,Yes
GYM148460,Mr. Daniel Morris,34.0,Female,"00786 Norman Mountain, East Shawnstad, CT 15329",870-335-1695,Yearly,2023-08-30,2026-05-19,Cycling,44.0,,3886,6.1,No
GYM148461,Joshua Poole,19.0,Male,"023 Tina Ranch Suite 362, Mcdonaldbury, IL 31377",6123185762,Quarterly,2024-02-21,2026-04-21,Pilates,52.0,351.0,1992,11.7,No
GYM148462,Angela Hayes,37.0,Male,"86679 Jennifer Manor Suite 519, Sullivanville, PW 91307",544.908.8053x3822,Monthly,2023-12-02,2026-05-11,Swimming,30.0,221.0,10751,9.3,No
GYM148463,Tracey Jensen,43.0,Female,"6950 Leslie Springs, Danielberg, KS 52717",(658)389-6693x10698,Yearly,2023-06-20,2026-05-21,Yoga,66.0,447.0,9036,4.7,No
GYM148464,Mr. Jason Mayo,16.0,Female,"80910 Mills Wall, Amyville, FL 38024",(904)701-8218,Monthly,2024-02-08,2026-02-09,Yoga,63.0,485.0,2879,6.4,Yes
GYM148465,Pamela Keith,41.0,Male,"2196 Matthew Meadow, Joeberg, MI 74189",942.304.6871x5136,Monthly,2025-11-02,2026-05-24,Yoga,47.0,166.0,2937,11.2,No
GYM148466,Michael King,36.0,Male,"24863 Tracie Forks Suite 420, Donaldshire, MS 93332",(771)885-7386x812,Monthly,2025-08-19,2026-05-25,HIIT,69.0,393.0,12252,15.3,No
GYM148467,Tiffany Bullock,48.0,Male,"838 John Lake, Bonnieburgh, CA 26469",+1-953-848-5707,Quarterly,2025-01-03,2026-03-17,Weightlifting,54.0,347.0,4092,3.5,Yes
GYM148468,Mr. Steven Hughes MD,47.0,Female,"517 Moore Cove, Edwardchester, WA 33079",8694405430,Monthly,2024-09-25,2026-01-09,Pilates,66.0,594.0,4945,5.7,Yes
GYM148469,Brandon Clark,16.0,Male,"4737 Edward Skyway, West Staceytown, AL 08717",471-581-7207x6259,Monthly,2024-01-02,2026-05-14,CrossFit,100.0,1142.0,34654,21.5,No
GYM148470,Mrs. Andrea Johnson,23.0,Male,"5714 Young Coves Apt. 018, Herringmouth, AS 70444",320.877.3203,Yearly,2025-12-12,2026-01-24,HIIT,47.0,214.0,126,0.0,Yes
GYM148471,Felicia Mills,24.0,Female,"3277 Kristen Spur Apt. 913, Shannonport, NJ 03977",(909)842-3676x990,Yearly,2025-07-12,2026-04-13,Weightlifting,49.0,431.0,13031,9.4,No
GYM148472,Jenna Burton,41.0,Male,"59708 Jones Unions, Timothyhaven, FM 30831",812-650-0294x74061,Yearly,2024-08-09,2026-02-24,Cycling,42.0,268.0,3851,4.9,Yes
GYM148473,Sarah Spence,40.0,Male,"5580 Paul Tunnel, South Leslie, ND 97794",583-366-9935x001,Monthly,2025-11-01,2026-05-03,Yoga,95.0,391.0,4709,21.5,No
GYM148474,Debbie Pollard,20.0,Male,"9958 Rogers Curve Apt. 793, North Michaeltown, OK 69808",+1-299-749-5084x747,Quarterly,2025-04-22,2026-04-14,Weightlifting,82.0,481.0,27064,14.2,No
GYM148475,Joseph Clark,29.0,Male,"4359 Shaw Turnpike Apt. 926, Olsonport, MD 25843",(369)497-3035,Monthly,2026-03-02,2026-03-03,Pilates,54.0,451.0,1716,9.3,Yes
GYM148476,Jacob Davila,22.0,Female,"5228 Kristin Light, West Stephenburgh, CT 59876",001-420-684-9693,Yearly,2025-11-14,2026-05-11,Pilates,70.0,708.0,2483,13.5,No
GYM148477,Edward Allen,45.0,Female,"6854 Lindsey Landing, East Mark, CA 42561",301-484-2125,Monthly,2025-02-13,2026-05-27,Cycling,80.0,440.0,7783,17.4,No
GYM148478,Danielle Lewis,20.0,Female,"7690 Smith Forest Suite 726, South Joe, VT 95966",452-584-3958,Yearly,2025-03-18,2026-04-26,Pilates,98.0,998.0,7107,19.1,No
GYM148479,Brandon Escobar,42.0,Female,"1456 Higgins Courts Apt. 979, West Tonya, NC 57025",001-599-803-1494x15213,Monthly,2023-10-25,2026-04-04,Cardio,62.0,467.0,6647,5.0,Yes
GYM148480,Brandon Stevens,38.0,Male,"0883 Smith Glens, West Sheilaton, MI 76048",+1-504-379-0642x63262,Yearly,2024-02-26,2026-05-01,CrossFit,75.0,313.0,54318,20.9,No
GYM148481,Tanya Esparza,45.0,Female,"722 Wilson Passage, North Melissa, NJ 39776",971.797.0526x21678,Yearly,2026-05-25,2026-06-01,Cycling,54.0,531.0,214,13.3,No
GYM148482,Mrs. Pamela Ball,37.0,Male,"8408 Oliver Curve Apt. 570, Jenniferfurt, IL 68762",001-987-866-9947x12136,Monthly,2025-04-08,2026-04-12,Cycling,71.0,495.0,9972,15.7,No
GYM148483,Amanda Johnson,35.0,Male,"94555 Brown Port, Kyleshire, CA 33672",810.913.9930,Monthly,2024-09-18,2026-04-16,Cardio,84.0,549.0,11293,15.4,No
GYM148484,Brenda Simmons,48.0,Female,"789 Peters Landing, Garytown, KY 60151",225-773-4570x99364,Quarterly,2026-02-09,2026-05-24,Yoga,73.0,427.0,223,3.5,No
